npwpd,no_rek_pajak,nama_op,alamat_op,kecamatan_id,kelurahan_id,status
P10100894001,4.1.01.19.01.0001,LESEHAN PAWON JOGJA,BATU BELANG JAYA,1609040,1609040001,active
